"Bairro","preco","Data","Dormitorios"
"ALTO DA BOA VISTA","9229 ",2019-07-01,"2"
"BARRA FUNDA","8439 ",2019-07-01,"2"
"BELA VISTA","7615 ",2019-07-01,"2"
"BELÉM","6567 ",2019-07-01,"2"
"BRÁS","5961 ",2019-07-01,"2"
"BROOKLIN PAULISTA","10894 ",2019-07-01,"2"
"BUTANTÃ","5595 ",2019-07-01,"2"
"CAMPO BELO","9843 ",2019-07-01,"2"
"CAMPO GRANDE","5744 ",2019-07-01,"2"
"CAMPO LIMPO","4688 ",2019-07-01,"2"
"CANGAÍBA","4812 ",2019-07-01,"2"
"CASA VERDE","6414 ",2019-07-01,"2"
"CENTRO","6006 ",2019-07-01,"2"
"CHÁCARA KLABIN","10222 ",2019-07-01,"2"
"CONSOLAÇÃO","9534 ",2019-07-01,"2"
"FREGUESIA DO Ó","5873 ",2019-07-01,"2"
"HIGIENÓPOLIS","9153 ",2019-07-01,"2"
"INTERLAGOS","6057 ",2019-07-01,"2"
"IPIRANGA","7604 ",2019-07-01,"2"
"ITAIM BIBI","11788 ",2019-07-01,"2"
"ITAIM PAULISTA","3645 ",2019-07-01,"2"
"ITAQUERA","4359 ",2019-07-01,"2"
"JABAQUARA","6259 ",2019-07-01,"2"
"JAGUARÉ","6369 ",2019-07-01,"2"
"JARDIM AMÉRICA","11806 ",2019-07-01,"2"
"JARDIM MARAJOARA","6366 ",2019-07-01,"2"
"JARDIM PAULISTA","10586 ",2019-07-01,"2"
"JARDIM SAÚDE","6361 ",2019-07-01,"2"
"JARDINS","10889 ",2019-07-01,"2"
"LAPA","6084 ",2019-07-01,"2"
"LIMÃO","6035 ",2019-07-01,"2"
"MOEMA","10734 ",2019-07-01,"2"
"MOOCA","6574 ",2019-07-01,"2"
"MORUMBI","6228 ",2019-07-01,"2"
"PANAMBY","7258 ",2019-07-01,"2"
"PARAÍSO","9316 ",2019-07-01,"2"
"PENHA","5487 ",2019-07-01,"2"
"PERDIZES","8887 ",2019-07-01,"2"
"PINHEIROS","10733 ",2019-07-01,"2"
"PIRITUBA","5396 ",2019-07-01,"2"
"POMPÉIA","9588 ",2019-07-01,"2"
"REAL PARQUE","6694 ",2019-07-01,"2"
"SACOMÃ","5844 ",2019-07-01,"2"
"SANTA CECÍLIA","7587 ",2019-07-01,"2"
"SANTANA","6509 ",2019-07-01,"2"
"SÃO MATEUS","4326 ",2019-07-01,"2"
"SÃO MIGUEL PAULISTA","4007 ",2019-07-01,"2"
"SAPOPEMBA","4994 ",2019-07-01,"2"
"SAÚDE","8226 ",2019-07-01,"2"
"TATUAPÉ","7111 ",2019-07-01,"2"
"TUCURUVI","6271 ",2019-07-01,"2"
"VILA ANDRADE","6265 ",2019-07-01,"2"
"VILA CARRÃO","6209 ",2019-07-01,"2"
"VILA CLEMENTINO","9194 ",2019-07-01,"2"
"VILA FORMOSA","6349 ",2019-07-01,"2"
"VILA LEOPOLDINA","9297 ",2019-07-01,"2"
"VILA MARIA","6505 ",2019-07-01,"2"
"VILA MARIANA","9244 ",2019-07-01,"2"
"VILA MASCOTE","7244 ",2019-07-01,"2"
"VILA NOVA CONCEIÇÃO","12164 ",2019-07-01,"2"
"VILA OLÍMPIA","10990 ",2019-07-01,"2"
"VILA PRUDENTE","6178 ",2019-07-01,"2"
"VILA ROMANA","9561 ",2019-07-01,"2"
"VILA SÔNIA","6345 ",2019-07-01,"2"
"ACLIMAÇÃO","8460 ",2018-07-01,"3"
"ALTO DA BOA VISTA","8174 ",2018-07-01,"3"
"BARRA FUNDA","8703 ",2018-07-01,"3"
"BELA VISTA","7776 ",2018-07-01,"3"
"BELÉM","6701 ",2018-07-01,"3"
"BRÁS","6856 ",2018-07-01,"3"
"BROOKLIN PAULISTA","10189 ",2018-07-01,"3"
"BUTANTÃ","6165 ",2018-07-01,"3"
"CAMPO BELO","9552 ",2018-07-01,"3"
"CAMPO GRANDE","6225 ",2018-07-01,"3"
"CAMPO LIMPO","4764 ",2018-07-01,"3"
"CANGAÍBA","4731 ",2018-07-01,"3"
"CASA VERDE","6824 ",2018-07-01,"3"
"CENTRO","6083 ",2018-07-01,"3"
"CHÁCARA KLABIN","9622 ",2018-07-01,"3"
"CONSOLAÇÃO","8425 ",2018-07-01,"3"
"FREGUESIA DO Ó","6469 ",2018-07-01,"3"
"HIGIENÓPOLIS","9359 ",2018-07-01,"3"
"INTERLAGOS","6144 ",2018-07-01,"3"
"IPIRANGA","8118 ",2018-07-01,"3"
"ITAIM BIBI","11174 ",2018-07-01,"3"
"ITAIM PAULISTA","3725 ",2018-07-01,"3"
"ITAQUERA","4353 ",2018-07-01,"3"
"JABAQUARA","6818 ",2018-07-01,"3"
"JAGUARÉ","6495 ",2018-07-01,"3"
"JARDIM AMÉRICA","11406 ",2018-07-01,"3"
"JARDIM MARAJOARA","6594 ",2018-07-01,"3"
"JARDIM PAULISTA","10132 ",2018-07-01,"3"
"JARDIM SAÚDE","7255 ",2018-07-01,"3"
"JARDINS","10443 ",2018-07-01,"3"
"LAPA","8863 ",2018-07-01,"3"
"LIMÃO","6444 ",2018-07-01,"3"
"MOEMA","10442 ",2018-07-01,"3"
"MOOCA","7420 ",2018-07-01,"3"
"MORUMBI","6005 ",2018-07-01,"3"
"PANAMBY","7201 ",2018-07-01,"3"
"PARAÍSO","8906 ",2018-07-01,"3"
"PENHA","5741 ",2018-07-01,"3"
"PERDIZES","9170 ",2018-07-01,"3"
"PINHEIROS","10386 ",2018-07-01,"3"
"PIRITUBA","6157 ",2018-07-01,"3"
"POMPÉIA","9337 ",2018-07-01,"3"
"REAL PARQUE","6630 ",2018-07-01,"3"
"SACOMÃ","5951 ",2018-07-01,"3"
"SANTA CECÍLIA","8060 ",2018-07-01,"3"
"SANTANA","7046 ",2018-07-01,"3"
"SÃO MATEUS","4446 ",2018-07-01,"3"
"SÃO MIGUEL PAULISTA","4352 ",2018-07-01,"3"
"SAPOPEMBA","4970 ",2018-07-01,"3"
"SAÚDE","8216 ",2018-07-01,"3"
"TATUAPÉ","7212 ",2018-07-01,"3"
"TUCURUVI","6349 ",2018-07-01,"3"
"VILA ANDRADE","6051 ",2018-07-01,"3"
"VILA CARRÃO","6947 ",2018-07-01,"3"
"VILA CLEMENTINO","9390 ",2018-07-01,"3"
"VILA FORMOSA","6580 ",2018-07-01,"3"
"VILA LEOPOLDINA","9645 ",2018-07-01,"3"
"VILA MARIA","6976 ",2018-07-01,"3"
"VILA MARIANA","9360 ",2018-07-01,"3"
"VILA MASCOTE","7981 ",2018-07-01,"3"
"VILA NOVA CONCEIÇÃO","16490 ",2018-07-01,"3"
"VILA OLÍMPIA","10470 ",2018-07-01,"3"
"VILA PRUDENTE","6685 ",2018-07-01,"3"
"VILA ROMANA","10008 ",2018-07-01,"3"
"VILA SÔNIA","6473 ",2018-07-01,"3"
"ACLIMAÇÃO","8658 ",2019-07-01,"3"
"ALTO DA BOA VISTA","8310 ",2019-07-01,"3"
"BARRA FUNDA","8740 ",2019-07-01,"3"
"BELA VISTA","7931 ",2019-07-01,"3"
"BELÉM","6758 ",2019-07-01,"3"
"BRÁS","6631 ",2019-07-01,"3"
"BROOKLIN PAULISTA","9926 ",2019-07-01,"3"
"BUTANTÃ","6036 ",2019-07-01,"3"
"CAMPO BELO","9108 ",2019-07-01,"3"
"CAMPO GRANDE","6248 ",2019-07-01,"3"
"CAMPO LIMPO","4542 ",2019-07-01,"3"
"CANGAÍBA","4731 ",2019-07-01,"3"
"CASA VERDE","6603 ",2019-07-01,"3"
"CENTRO","5823 ",2019-07-01,"3"
"CHÁCARA KLABIN","9747 ",2019-07-01,"3"
"CONSOLAÇÃO","8552 ",2019-07-01,"3"
"FREGUESIA DO Ó","6384 ",2019-07-01,"3"
"HIGIENÓPOLIS","9530 ",2019-07-01,"3"
"INTERLAGOS","6020 ",2019-07-01,"3"
"IPIRANGA","8006 ",2019-07-01,"3"
"ITAIM BIBI","11530 ",2019-07-01,"3"
"ITAIM PAULISTA","3974 ",2019-07-01,"3"
"ITAQUERA","4494 ",2019-07-01,"3"
"JABAQUARA","6603 ",2019-07-01,"3"
"JAGUARÉ","6384 ",2019-07-01,"3"
"JARDIM AMÉRICA","11744 ",2019-07-01,"3"
"JARDIM MARAJOARA","6523 ",2019-07-01,"3"
"JARDIM PAULISTA","10459 ",2019-07-01,"3"
"JARDIM SAÚDE","7292 ",2019-07-01,"3"
"JARDINS","10694 ",2019-07-01,"3"
"LAPA","5767 ",2019-07-01,"3"
"LIMÃO","6385 ",2019-07-01,"3"
"MOEMA","10580 ",2019-07-01,"3"
"MOOCA","7396 ",2019-07-01,"3"
"MORUMBI","5891 ",2019-07-01,"3"
"PANAMBY","7168 ",2019-07-01,"3"
"PARAÍSO","9317 ",2019-07-01,"3"
"PENHA","5765 ",2019-07-01,"3"
"PERDIZES","8957 ",2019-07-01,"3"
"PINHEIROS","10146 ",2019-07-01,"3"
"PIRITUBA","6128 ",2019-07-01,"3"
"POMPÉIA","9500 ",2019-07-01,"3"
"REAL PARQUE","6499 ",2019-07-01,"3"
"SACOMÃ","5683 ",2019-07-01,"3"
"SANTA CECÍLIA","8501 ",2019-07-01,"3"
"SANTANA","6893 ",2019-07-01,"3"
"SÃO MATEUS","4279 ",2019-07-01,"3"
"SÃO MIGUEL PAULISTA","4195 ",2019-07-01,"3"
"SAPOPEMBA","5104 ",2019-07-01,"3"
"SAÚDE","8277 ",2019-07-01,"3"
"TATUAPÉ","7240 ",2019-07-01,"3"
"TUCURUVI","6327 ",2019-07-01,"3"
"VILA ANDRADE","5989 ",2019-07-01,"3"
"VILA CARRÃO","6770 ",2019-07-01,"3"
"VILA CLEMENTINO","9378 ",2019-07-01,"3"
"VILA FORMOSA","6415 ",2019-07-01,"3"
"VILA LEOPOLDINA","9678 ",2019-07-01,"3"
"VILA MARIA","6904 ",2019-07-01,"3"
"VILA MARIANA","9482 ",2019-07-01,"3"
"VILA MASCOTE","8010 ",2019-07-01,"3"
"VILA NOVA CONCEIÇÃO","16090 ",2019-07-01,"3"
"VILA OLÍMPIA","10782 ",2019-07-01,"3"
"VILA PRUDENTE","6652 ",2019-07-01,"3"
"VILA ROMANA","10078 ",2019-07-01,"3"
"VILA SÔNIA","6468 ",2019-07-01,"3"
"ACLIMAÇÃO","9455 ",2018-07-01,"4"
"ALTO DA BOA VISTA","8380 ",2018-07-01,"4"
"BARRA FUNDA","9105 ",2018-07-01,"4"
"BELA VISTA","8078 ",2018-07-01,"4"
"BELÉM","6247 ",2018-07-01,"4"
"BRÁS",NA,2018-07-01,"4"
"BROOKLIN PAULISTA","10161 ",2018-07-01,"4"
"BUTANTÃ","6407 ",2018-07-01,"4"
"CAMPO BELO","10140 ",2018-07-01,"4"
"CAMPO GRANDE","7262 ",2018-07-01,"4"
"CAMPO LIMPO",NA,2018-07-01,"4"
"CANGAÍBA",NA,2018-07-01,"4"
"CASA VERDE","8132 ",2018-07-01,"4"
"CENTRO","6417 ",2018-07-01,"4"
"CHÁCARA KLABIN","10583 ",2018-07-01,"4"
"CONSOLAÇÃO","10496 ",2018-07-01,"4"
"FREGUESIA DO Ó","5224 ",2018-07-01,"4"
"HIGIENÓPOLIS","10440 ",2018-07-01,"4"
"INTERLAGOS","7131 ",2018-07-01,"4"
"IPIRANGA","8393 ",2018-07-01,"4"
"ITAIM BIBI","14634 ",2018-07-01,"4"
"ITAIM PAULISTA",NA,2018-07-01,"4"
"ITAQUERA",NA,2018-07-01,"4"
"JABAQUARA","7841 ",2018-07-01,"4"
"JAGUARÉ","7944 ",2018-07-01,"4"
"JARDIM AMÉRICA","12395 ",2018-07-01,"4"
"JARDIM MARAJOARA","7395 ",2018-07-01,"4"
"JARDIM PAULISTA","11777 ",2018-07-01,"4"
"JARDIM SAÚDE","6318 ",2018-07-01,"4"
"JARDINS","12359 ",2018-07-01,"4"
"LAPA","8787 ",2018-07-01,"4"
"LIMÃO",NA,2018-07-01,"4"
"MOEMA","11353 ",2018-07-01,"4"
"MOOCA","6881 ",2018-07-01,"4"
"MORUMBI","5402 ",2018-07-01,"4"
"PANAMBY","7431 ",2018-07-01,"4"
"PARAÍSO","11469 ",2018-07-01,"4"
"PENHA","3910 ",2018-07-01,"4"
"PERDIZES","10607 ",2018-07-01,"4"
"PINHEIROS","11781 ",2018-07-01,"4"
"PIRITUBA","7866 ",2018-07-01,"4"
"POMPÉIA","10247 ",2018-07-01,"4"
"REAL PARQUE","6587 ",2018-07-01,"4"
"SACOMÃ","7466 ",2018-07-01,"4"
"SANTA CECÍLIA","9532 ",2018-07-01,"4"
"SANTANA","7847 ",2018-07-01,"4"
"SÃO MATEUS",NA,2018-07-01,"4"
"SÃO MIGUEL PAULISTA",NA,2018-07-01,"4"
"SAPOPEMBA",NA,2018-07-01,"4"
"SAÚDE","8651 ",2018-07-01,"4"
"TATUAPÉ","7246 ",2018-07-01,"4"
"TUCURUVI","5604 ",2018-07-01,"4"
"VILA ANDRADE","5759 ",2018-07-01,"4"
"VILA CARRÃO","6292 ",2018-07-01,"4"
"VILA CLEMENTINO","9622 ",2018-07-01,"4"
"VILA FORMOSA","5735 ",2018-07-01,"4"
"VILA LEOPOLDINA","10151 ",2018-07-01,"4"
"VILA MARIA","8598 ",2018-07-01,"4"
"VILA MARIANA","10960 ",2018-07-01,"4"
"VILA MASCOTE","8208 ",2018-07-01,"4"
"VILA NOVA CONCEIÇÃO","19490 ",2018-07-01,"4"
"VILA OLÍMPIA","14558 ",2018-07-01,"4"
"VILA PRUDENTE","7005 ",2018-07-01,"4"
"VILA ROMANA","10582 ",2018-07-01,"4"
"VILA SÔNIA","5382 ",2018-07-01,"4"
"ACLIMAÇÃO","9518 ",2019-07-01,"4"
"ALTO DA BOA VISTA","8263 ",2019-07-01,"4"
"BARRA FUNDA","9268 ",2019-07-01,"4"
"BELA VISTA","7808 ",2019-07-01,"4"
"BELÉM","7271 ",2019-07-01,"4"
"BRÁS","6351 ",2019-07-01,"4"
"BROOKLIN PAULISTA","9998 ",2019-07-01,"4"
"BUTANTÃ","7061 ",2019-07-01,"4"
"CAMPO BELO","9595 ",2019-07-01,"4"
"CAMPO GRANDE","6904 ",2019-07-01,"4"
"CAMPO LIMPO",NA,2019-07-01,"4"
"CANGAÍBA",NA,2019-07-01,"4"
"CASA VERDE","6586 ",2019-07-01,"4"
"CENTRO","5900 ",2019-07-01,"4"
"CHÁCARA KLABIN","10534 ",2019-07-01,"4"
"CONSOLAÇÃO","10922 ",2019-07-01,"4"
"FREGUESIA DO Ó","4905 ",2019-07-01,"4"
"HIGIENÓPOLIS","10245 ",2019-07-01,"4"
"INTERLAGOS","5237 ",2019-07-01,"4"
"IPIRANGA","8272 ",2019-07-01,"4"
"ITAIM BIBI","14685 ",2019-07-01,"4"
"ITAIM PAULISTA",NA,2019-07-01,"4"
"ITAQUERA",NA,2019-07-01,"4"
"JABAQUARA","7983 ",2019-07-01,"4"
"JAGUARÉ","7512 ",2019-07-01,"4"
"JARDIM AMÉRICA","12963 ",2019-07-01,"4"
"JARDIM MARAJOARA","7311 ",2019-07-01,"4"
"JARDIM PAULISTA","11792 ",2019-07-01,"4"
"JARDIM SAÚDE","6211 ",2019-07-01,"4"
"JARDINS","12235 ",2019-07-01,"4"
"LAPA",NA,2019-07-01,"4"
"LIMÃO",NA,2019-07-01,"4"
"MOEMA","11085 ",2019-07-01,"4"
"MOOCA","6993 ",2019-07-01,"4"
"MORUMBI","5141 ",2019-07-01,"4"
"PANAMBY","7216 ",2019-07-01,"4"
"PARAÍSO","12412 ",2019-07-01,"4"
"PENHA","3741 ",2019-07-01,"4"
"PERDIZES","10405 ",2019-07-01,"4"
"PINHEIROS","11281 ",2019-07-01,"4"
"PIRITUBA","7718 ",2019-07-01,"4"
"POMPÉIA","10431 ",2019-07-01,"4"
"REAL PARQUE","6288 ",2019-07-01,"4"
"SACOMÃ",NA,2019-07-01,"4"
"SANTA CECÍLIA","9771 ",2019-07-01,"4"
"SANTANA","7523 ",2019-07-01,"4"
"SÃO MATEUS",NA,2019-07-01,"4"
"SÃO MIGUEL PAULISTA",NA,2019-07-01,"4"
"SAPOPEMBA","2893 ",2019-07-01,"4"
"SAÚDE","8382 ",2019-07-01,"4"
"TATUAPÉ","7373 ",2019-07-01,"4"
"TUCURUVI","5663 ",2019-07-01,"4"
"VILA ANDRADE","5590 ",2019-07-01,"4"
"VILA CARRÃO","6274 ",2019-07-01,"4"
"VILA CLEMENTINO","9676 ",2019-07-01,"4"
"VILA FORMOSA","5323 ",2019-07-01,"4"
"VILA LEOPOLDINA","9850 ",2019-07-01,"4"
"VILA MARIA",NA,2019-07-01,"4"
"VILA MARIANA","11122 ",2019-07-01,"4"
"VILA MASCOTE","8231 ",2019-07-01,"4"
"VILA NOVA CONCEIÇÃO","19741 ",2019-07-01,"4"
"VILA OLÍMPIA","15408 ",2019-07-01,"4"
"VILA PRUDENTE","7156 ",2019-07-01,"4"
"VILA ROMANA","10713 ",2019-07-01,"4"
"VILA SÔNIA","5362 ",2019-07-01,"4"
"ACLIMAÇÃO","9275 ",2018-08-01,"1"
"ALTO DA BOA VISTA","10212 ",2018-08-01,"1"
"BARRA FUNDA","9151 ",2018-08-01,"1"
"BELA VISTA","8514 ",2018-08-01,"1"
"BELÉM","5743 ",2018-08-01,"1"
"BRÁS","6886 ",2018-08-01,"1"
"BROOKLIN PAULISTA","12148 ",2018-08-01,"1"
"BUTANTÃ","7749 ",2018-08-01,"1"
"CAMPO BELO","11062 ",2018-08-01,"1"
"CAMPO GRANDE","5475 ",2018-08-01,"1"
"CAMPO LIMPO",NA,2018-08-01,"1"
"CANGAÍBA","5109 ",2018-08-01,"1"
"CASA VERDE","6572 ",2018-08-01,"1"
"CENTRO","7127 ",2018-08-01,"1"
"CHÁCARA KLABIN","11643 ",2018-08-01,"1"
"CONSOLAÇÃO","10663 ",2018-08-01,"1"
"FREGUESIA DO Ó","6078 ",2018-08-01,"1"
"HIGIENÓPOLIS","10208 ",2018-08-01,"1"
"INTERLAGOS","6340 ",2018-08-01,"1"
"IPIRANGA","8080 ",2018-08-01,"1"
"ITAIM BIBI","14373 ",2018-08-01,"1"
"ITAIM PAULISTA",NA,2018-08-01,"1"
"ITAQUERA","4577 ",2018-08-01,"1"
"JABAQUARA","7639 ",2018-08-01,"1"
"JAGUARÉ","6683 ",2018-08-01,"1"
"JARDIM AMÉRICA","12369 ",2018-08-01,"1"
"JARDIM MARAJOARA","6336 ",2018-08-01,"1"
"JARDIM PAULISTA","12700 ",2018-08-01,"1"
"JARDIM SAÚDE","8435 ",2018-08-01,"1"
"JARDINS","13627 ",2018-08-01,"1"
"LAPA",NA,2018-08-01,"1"
"LIMÃO","7550 ",2018-08-01,"1"
"MOEMA","11322 ",2018-08-01,"1"
"MOOCA","6539 ",2018-08-01,"1"
"MORUMBI","7116 ",2018-08-01,"1"
"PANAMBY","7452 ",2018-08-01,"1"
"PARAÍSO","11111 ",2018-08-01,"1"
"PENHA","5579 ",2018-08-01,"1"
"PERDIZES","11095 ",2018-08-01,"1"
"PINHEIROS","13351 ",2018-08-01,"1"
"PIRITUBA","5301 ",2018-08-01,"1"
"POMPÉIA","11290 ",2018-08-01,"1"
"REAL PARQUE","7602 ",2018-08-01,"1"
"SACOMÃ","5848 ",2018-08-01,"1"
"SANTA CECÍLIA","8219 ",2018-08-01,"1"
"SANTANA","8029 ",2018-08-01,"1"
"SÃO MATEUS",NA,2018-08-01,"1"
"SÃO MIGUEL PAULISTA",NA,2018-08-01,"1"
"SAPOPEMBA",NA,2018-08-01,"1"
"SAÚDE","9988 ",2018-08-01,"1"
"TATUAPÉ","8651 ",2018-08-01,"1"
"TUCURUVI","7110 ",2018-08-01,"1"
"VILA ANDRADE","7140 ",2018-08-01,"1"
"VILA CARRÃO","6118 ",2018-08-01,"1"
"VILA CLEMENTINO","9275 ",2018-08-01,"1"
"VILA FORMOSA","7992 ",2018-08-01,"1"
"VILA LEOPOLDINA","9011 ",2018-08-01,"1"
"VILA MARIA","6964 ",2018-08-01,"1"
"VILA MARIANA","10922 ",2018-08-01,"1"
"VILA MASCOTE","8397 ",2018-08-01,"1"
"VILA NOVA CONCEIÇÃO","15047 ",2018-08-01,"1"
"VILA OLÍMPIA","14579 ",2018-08-01,"1"
"VILA PRUDENTE","6332 ",2018-08-01,"1"
"VILA ROMANA","8228 ",2018-08-01,"1"
"VILA SÔNIA","6716 ",2018-08-01,"1"
"ACLIMAÇÃO","8488 ",2019-08-01,"1"
"ALTO DA BOA VISTA","10523 ",2019-08-01,"1"
"BARRA FUNDA","9193 ",2019-08-01,"1"
"BELA VISTA","8945 ",2019-08-01,"1"
"BELÉM","6083 ",2019-08-01,"1"
"BRÁS","6659 ",2019-08-01,"1"
"BROOKLIN PAULISTA","12605 ",2019-08-01,"1"
"BUTANTÃ","6972 ",2019-08-01,"1"
"CAMPO BELO","11338 ",2019-08-01,"1"
"CAMPO GRANDE","5878 ",2019-08-01,"1"
"CAMPO LIMPO","4254 ",2019-08-01,"1"
"CANGAÍBA","5043 ",2019-08-01,"1"
"CASA VERDE","6711 ",2019-08-01,"1"
"CENTRO","7367 ",2019-08-01,"1"
"CHÁCARA KLABIN","11847 ",2019-08-01,"1"
"CONSOLAÇÃO","10545 ",2019-08-01,"1"
"FREGUESIA DO Ó","6250 ",2019-08-01,"1"
"HIGIENÓPOLIS","10548 ",2019-08-01,"1"
"INTERLAGOS","6156 ",2019-08-01,"1"
"IPIRANGA","8159 ",2019-08-01,"1"
"ITAIM BIBI","14487 ",2019-08-01,"1"
"ITAIM PAULISTA",NA,2019-08-01,"1"
"ITAQUERA","4758 ",2019-08-01,"1"
"JABAQUARA","7641 ",2019-08-01,"1"
"JAGUARÉ","6839 ",2019-08-01,"1"
"JARDIM AMÉRICA","13330 ",2019-08-01,"1"
"JARDIM MARAJOARA","6461 ",2019-08-01,"1"
"JARDIM PAULISTA","12630 ",2019-08-01,"1"
"JARDIM SAÚDE","8223 ",2019-08-01,"1"
"JARDINS","13472 ",2019-08-01,"1"
"LAPA",NA,2019-08-01,"1"
"LIMÃO","7103 ",2019-08-01,"1"
"MOEMA","11754 ",2019-08-01,"1"
"MOOCA","6388 ",2019-08-01,"1"
"MORUMBI","7058 ",2019-08-01,"1"
"PANAMBY","7654 ",2019-08-01,"1"
"PARAÍSO","10439 ",2019-08-01,"1"
"PENHA","5558 ",2019-08-01,"1"
"PERDIZES","10829 ",2019-08-01,"1"
"PINHEIROS","13552 ",2019-08-01,"1"
"PIRITUBA","5373 ",2019-08-01,"1"
"POMPÉIA","11330 ",2019-08-01,"1"
"REAL PARQUE","7644 ",2019-08-01,"1"
"SACOMÃ","5494 ",2019-08-01,"1"
"SANTA CECÍLIA","8161 ",2019-08-01,"1"
"SANTANA","8426 ",2019-08-01,"1"
"SÃO MATEUS",NA,2019-08-01,"1"
"SÃO MIGUEL PAULISTA",NA,2019-08-01,"1"
"SAPOPEMBA",NA,2019-08-01,"1"
"SAÚDE","9856 ",2019-08-01,"1"
"TATUAPÉ","9080 ",2019-08-01,"1"
"TUCURUVI","7272 ",2019-08-01,"1"
"VILA ANDRADE","7010 ",2019-08-01,"1"
"VILA CARRÃO","6007 ",2019-08-01,"1"
"VILA CLEMENTINO","10339 ",2019-08-01,"1"
"VILA FORMOSA","7919 ",2019-08-01,"1"
"VILA LEOPOLDINA","9832 ",2019-08-01,"1"
"VILA MARIA","6659 ",2019-08-01,"1"
"VILA MARIANA","11011 ",2019-08-01,"1"
"VILA MASCOTE","8252 ",2019-08-01,"1"
"VILA NOVA CONCEIÇÃO","15003 ",2019-08-01,"1"
"VILA OLÍMPIA","14825 ",2019-08-01,"1"
"VILA PRUDENTE","6335 ",2019-08-01,"1"
"VILA ROMANA","6959 ",2019-08-01,"1"
"VILA SÔNIA","6893 ",2019-08-01,"1"
"ACLIMAÇÃO","7974 ",2018-08-01,"2"
"ALTO DA BOA VISTA","9000 ",2018-08-01,"2"
"BARRA FUNDA","8495 ",2018-08-01,"2"
"BELA VISTA","7616 ",2018-08-01,"2"
"BELÉM","6691 ",2018-08-01,"2"
"BRÁS","6249 ",2018-08-01,"2"
"BROOKLIN PAULISTA","11163 ",2018-08-01,"2"
"BUTANTÃ","5816 ",2018-08-01,"2"
"CAMPO BELO","9814 ",2018-08-01,"2"
"CAMPO GRANDE","5730 ",2018-08-01,"2"
"CAMPO LIMPO","4649 ",2018-08-01,"2"
"CANGAÍBA","4785 ",2018-08-01,"2"
"CASA VERDE","6466 ",2018-08-01,"2"
"CENTRO","6899 ",2018-08-01,"2"
"CHÁCARA KLABIN","10353 ",2018-08-01,"2"
"CONSOLAÇÃO","9281 ",2018-08-01,"2"
"FREGUESIA DO Ó","5947 ",2018-08-01,"2"
"HIGIENÓPOLIS","8991 ",2018-08-01,"2"
"INTERLAGOS","6069 ",2018-08-01,"2"
"IPIRANGA","7421 ",2018-08-01,"2"
"ITAIM BIBI","11924 ",2018-08-01,"2"
"ITAIM PAULISTA","3704 ",2018-08-01,"2"
"ITAQUERA","4361 ",2018-08-01,"2"
"JABAQUARA","6345 ",2018-08-01,"2"
"JAGUARÉ","6500 ",2018-08-01,"2"
"JARDIM AMÉRICA","11353 ",2018-08-01,"2"
"JARDIM MARAJOARA","6422 ",2018-08-01,"2"
"JARDIM PAULISTA","10461 ",2018-08-01,"2"
"JARDIM SAÚDE","6488 ",2018-08-01,"2"
"JARDINS","10835 ",2018-08-01,"2"
"LAPA",NA,2018-08-01,"2"
"LIMÃO","6174 ",2018-08-01,"2"
"MOEMA","10894 ",2018-08-01,"2"
"MOOCA","6513 ",2018-08-01,"2"
"MORUMBI","6227 ",2018-08-01,"2"
"PANAMBY","7200 ",2018-08-01,"2"
"PARAÍSO","8931 ",2018-08-01,"2"
"PENHA","5429 ",2018-08-01,"2"
"PERDIZES","8853 ",2018-08-01,"2"
"PINHEIROS","10953 ",2018-08-01,"2"
"PIRITUBA","5484 ",2018-08-01,"2"
"POMPÉIA","9662 ",2018-08-01,"2"
"REAL PARQUE","6687 ",2018-08-01,"2"
"SACOMÃ","5909 ",2018-08-01,"2"
"SANTA CECÍLIA","7580 ",2018-08-01,"2"
"SANTANA","6531 ",2018-08-01,"2"
"SÃO MATEUS","4379 ",2018-08-01,"2"
"SÃO MIGUEL PAULISTA","4115 ",2018-08-01,"2"
"SAPOPEMBA","4716 ",2018-08-01,"2"
"SAÚDE","8160 ",2018-08-01,"2"
"TATUAPÉ","7190 ",2018-08-01,"2"
"TUCURUVI","6188 ",2018-08-01,"2"
"VILA ANDRADE","6306 ",2018-08-01,"2"
"VILA CARRÃO","6383 ",2018-08-01,"2"
"VILA CLEMENTINO","8920 ",2018-08-01,"2"
"VILA FORMOSA","6389 ",2018-08-01,"2"
"VILA LEOPOLDINA","9204 ",2018-08-01,"2"
"VILA MARIA","6587 ",2018-08-01,"2"
"VILA MARIANA","9325 ",2018-08-01,"2"
"VILA MASCOTE","7305 ",2018-08-01,"2"
"VILA NOVA CONCEIÇÃO","12502 ",2018-08-01,"2"
"VILA OLÍMPIA","10879 ",2018-08-01,"2"
"VILA PRUDENTE","6263 ",2018-08-01,"2"
"VILA ROMANA","9527 ",2018-08-01,"2"
"VILA SÔNIA","6289 ",2018-08-01,"2"
"ACLIMAÇÃO","7609 ",2019-08-01,"2"
"ALTO DA BOA VISTA","9224 ",2019-08-01,"2"
"BARRA FUNDA","8463 ",2019-08-01,"2"
"BELA VISTA","7611 ",2019-08-01,"2"
"BELÉM","6557 ",2019-08-01,"2"
"BRÁS","6000 ",2019-08-01,"2"
"BROOKLIN PAULISTA","10873 ",2019-08-01,"2"
"BUTANTÃ","5613 ",2019-08-01,"2"
