"Bairro","preco","Data","Dormitorios"
"CONSOLAÇÃO","10184 ",2019-04-01,"4"
"FREGUESIA DO Ó","4540 ",2019-04-01,"4"
"HIGIENÓPOLIS","10190 ",2019-04-01,"4"
"INTERLAGOS","5248 ",2019-04-01,"4"
"IPIRANGA","8188 ",2019-04-01,"4"
"ITAIM BIBI","14016 ",2019-04-01,"4"
"ITAIM PAULISTA",NA,2019-04-01,"4"
"ITAQUERA",NA,2019-04-01,"4"
"JABAQUARA","7636 ",2019-04-01,"4"
"JAGUARÉ","7761 ",2019-04-01,"4"
"JARDIM AMÉRICA","12899 ",2019-04-01,"4"
"JARDIM MARAJOARA","7148 ",2019-04-01,"4"
"JARDIM PAULISTA","11711 ",2019-04-01,"4"
"JARDIM SAÚDE","6059 ",2019-04-01,"4"
"JARDINS","12114 ",2019-04-01,"4"
"LAPA",NA,2019-04-01,"4"
"LIMÃO",NA,2019-04-01,"4"
"MOEMA","10726 ",2019-04-01,"4"
"MOOCA","6831 ",2019-04-01,"4"
"MORUMBI","5127 ",2019-04-01,"4"
"PANAMBY","6985 ",2019-04-01,"4"
"PARAÍSO","11685 ",2019-04-01,"4"
"PENHA","3846 ",2019-04-01,"4"
"PERDIZES","10051 ",2019-04-01,"4"
"PINHEIROS","10925 ",2019-04-01,"4"
"PIRITUBA","7556 ",2019-04-01,"4"
"POMPÉIA","10272 ",2019-04-01,"4"
"REAL PARQUE","6099 ",2019-04-01,"4"
"SACOMÃ","7037 ",2019-04-01,"4"
"SANTA CECÍLIA","9485 ",2019-04-01,"4"
"SANTANA","7346 ",2019-04-01,"4"
"SÃO MATEUS",NA,2019-04-01,"4"
"SÃO MIGUEL PAULISTA",NA,2019-04-01,"4"
"SAPOPEMBA","2821 ",2019-04-01,"4"
"SAÚDE","8251 ",2019-04-01,"4"
"TATUAPÉ","7262 ",2019-04-01,"4"
"TUCURUVI","5636 ",2019-04-01,"4"
"VILA ANDRADE","5597 ",2019-04-01,"4"
"VILA CARRÃO","6296 ",2019-04-01,"4"
"VILA CLEMENTINO","9638 ",2019-04-01,"4"
"VILA FORMOSA","5282 ",2019-04-01,"4"
"VILA LEOPOLDINA","9736 ",2019-04-01,"4"
"VILA MARIA","7586 ",2019-04-01,"4"
"VILA MARIANA","10640 ",2019-04-01,"4"
"VILA MASCOTE","8148 ",2019-04-01,"4"
"VILA NOVA CONCEIÇÃO","19680 ",2019-04-01,"4"
"VILA OLÍMPIA","12706 ",2019-04-01,"4"
"VILA PRUDENTE","7101 ",2019-04-01,"4"
"VILA ROMANA","10419 ",2019-04-01,"4"
"VILA SÔNIA","5481 ",2019-04-01,"4"
"ACLIMAÇÃO","9003 ",2018-05-01,"1"
"ALTO DA BOA VISTA","10109 ",2018-05-01,"1"
"BARRA FUNDA","9001 ",2018-05-01,"1"
"BELA VISTA","8364 ",2018-05-01,"1"
"BELÉM","5736 ",2018-05-01,"1"
"BRÁS","6828 ",2018-05-01,"1"
"BROOKLIN PAULISTA","11780 ",2018-05-01,"1"
"BUTANTÃ","7395 ",2018-05-01,"1"
"CAMPO BELO","10894 ",2018-05-01,"1"
"CAMPO GRANDE","5409 ",2018-05-01,"1"
"CAMPO LIMPO","4715 ",2018-05-01,"1"
"CANGAÍBA","4974 ",2018-05-01,"1"
"CASA VERDE","6331 ",2018-05-01,"1"
"CENTRO","6983 ",2018-05-01,"1"
"CHÁCARA KLABIN","11354 ",2018-05-01,"1"
"CONSOLAÇÃO","10427 ",2018-05-01,"1"
"FREGUESIA DO Ó",NA,2018-05-01,"1"
"HIGIENÓPOLIS","10026 ",2018-05-01,"1"
"INTERLAGOS","6439 ",2018-05-01,"1"
"IPIRANGA","8030 ",2018-05-01,"1"
"ITAIM BIBI","13915 ",2018-05-01,"1"
"ITAIM PAULISTA",NA,2018-05-01,"1"
"ITAQUERA","4632 ",2018-05-01,"1"
"JABAQUARA","7592 ",2018-05-01,"1"
"JAGUARÉ","6565 ",2018-05-01,"1"
"JARDIM AMÉRICA","12261 ",2018-05-01,"1"
"JARDIM MARAJOARA","6279 ",2018-05-01,"1"
"JARDIM PAULISTA","12449 ",2018-05-01,"1"
"JARDIM SAÚDE",NA,2018-05-01,"1"
"JARDINS","13234 ",2018-05-01,"1"
"LAPA","9052 ",2018-05-01,"1"
"LIMÃO","7259 ",2018-05-01,"1"
"MOEMA","11144 ",2018-05-01,"1"
"MOOCA","6503 ",2018-05-01,"1"
"MORUMBI","7100 ",2018-05-01,"1"
"PANAMBY","7382 ",2018-05-01,"1"
"PARAÍSO","11030 ",2018-05-01,"1"
"PENHA","5613 ",2018-05-01,"1"
"PERDIZES","10998 ",2018-05-01,"1"
"PINHEIROS","12943 ",2018-05-01,"1"
"PIRITUBA","5117 ",2018-05-01,"1"
"POMPÉIA","11229 ",2018-05-01,"1"
"REAL PARQUE","7277 ",2018-05-01,"1"
"SACOMÃ","5841 ",2018-05-01,"1"
"SANTA CECÍLIA","7960 ",2018-05-01,"1"
"SANTANA","8090 ",2018-05-01,"1"
"SÃO MATEUS",NA,2018-05-01,"1"
"SÃO MIGUEL PAULISTA",NA,2018-05-01,"1"
"SAPOPEMBA",NA,2018-05-01,"1"
"SAÚDE","9897 ",2018-05-01,"1"
"TATUAPÉ","8589 ",2018-05-01,"1"
"TUCURUVI","7184 ",2018-05-01,"1"
"VILA ANDRADE","7019 ",2018-05-01,"1"
"VILA CARRÃO","6225 ",2018-05-01,"1"
"VILA CLEMENTINO","8978 ",2018-05-01,"1"
"VILA FORMOSA","7234 ",2018-05-01,"1"
"VILA LEOPOLDINA","9492 ",2018-05-01,"1"
"VILA MARIA","6966 ",2018-05-01,"1"
"VILA MARIANA","10687 ",2018-05-01,"1"
"VILA MASCOTE","8303 ",2018-05-01,"1"
"VILA NOVA CONCEIÇÃO","15165 ",2018-05-01,"1"
"VILA OLÍMPIA","14549 ",2018-05-01,"1"
"VILA PRUDENTE","6447 ",2018-05-01,"1"
"VILA ROMANA","8067 ",2018-05-01,"1"
"VILA SÔNIA","6979 ",2018-05-01,"1"
"ACLIMAÇÃO","8795 ",2019-05-01,"1"
"ALTO DA BOA VISTA","10482 ",2019-05-01,"1"
"BARRA FUNDA","9064 ",2019-05-01,"1"
"BELA VISTA","8835 ",2019-05-01,"1"
"BELÉM","5848 ",2019-05-01,"1"
"BRÁS","6677 ",2019-05-01,"1"
"BROOKLIN PAULISTA","12554 ",2019-05-01,"1"
"BUTANTÃ","6642 ",2019-05-01,"1"
"CAMPO BELO","11367 ",2019-05-01,"1"
"CAMPO GRANDE","5834 ",2019-05-01,"1"
"CAMPO LIMPO","4619 ",2019-05-01,"1"
"CANGAÍBA","5055 ",2019-05-01,"1"
"CASA VERDE","6269 ",2019-05-01,"1"
"CENTRO","7253 ",2019-05-01,"1"
"CHÁCARA KLABIN","11749 ",2019-05-01,"1"
"CONSOLAÇÃO","10333 ",2019-05-01,"1"
"FREGUESIA DO Ó","6321 ",2019-05-01,"1"
"HIGIENÓPOLIS","10432 ",2019-05-01,"1"
"INTERLAGOS","6237 ",2019-05-01,"1"
"IPIRANGA","8000 ",2019-05-01,"1"
"ITAIM BIBI","14613 ",2019-05-01,"1"
"ITAIM PAULISTA",NA,2019-05-01,"1"
"ITAQUERA","4674 ",2019-05-01,"1"
"JABAQUARA","7542 ",2019-05-01,"1"
"JAGUARÉ","6779 ",2019-05-01,"1"
"JARDIM AMÉRICA","12716 ",2019-05-01,"1"
"JARDIM MARAJOARA","6327 ",2019-05-01,"1"
"JARDIM PAULISTA","13004 ",2019-05-01,"1"
"JARDIM SAÚDE","7893 ",2019-05-01,"1"
"JARDINS","12960 ",2019-05-01,"1"
"LAPA",NA,2019-05-01,"1"
"LIMÃO","7304 ",2019-05-01,"1"
"MOEMA","11578 ",2019-05-01,"1"
"MOOCA","6381 ",2019-05-01,"1"
"MORUMBI","7078 ",2019-05-01,"1"
"PANAMBY","7610 ",2019-05-01,"1"
"PARAÍSO","10295 ",2019-05-01,"1"
"PENHA","5597 ",2019-05-01,"1"
"PERDIZES","10903 ",2019-05-01,"1"
"PINHEIROS","13452 ",2019-05-01,"1"
"PIRITUBA","5489 ",2019-05-01,"1"
"POMPÉIA","11223 ",2019-05-01,"1"
"REAL PARQUE","7733 ",2019-05-01,"1"
"SACOMÃ","5374 ",2019-05-01,"1"
"SANTA CECÍLIA","8057 ",2019-05-01,"1"
"SANTANA","8328 ",2019-05-01,"1"
"SÃO MATEUS",NA,2019-05-01,"1"
"SÃO MIGUEL PAULISTA",NA,2019-05-01,"1"
"SAPOPEMBA",NA,2019-05-01,"1"
"SAÚDE","9795 ",2019-05-01,"1"
"TATUAPÉ","8906 ",2019-05-01,"1"
"TUCURUVI","7322 ",2019-05-01,"1"
"VILA ANDRADE","6988 ",2019-05-01,"1"
"VILA CARRÃO","5983 ",2019-05-01,"1"
"VILA CLEMENTINO","10143 ",2019-05-01,"1"
"VILA FORMOSA","8050 ",2019-05-01,"1"
"VILA LEOPOLDINA","9420 ",2019-05-01,"1"
"VILA MARIA","6738 ",2019-05-01,"1"
"VILA MARIANA","11019 ",2019-05-01,"1"
"VILA MASCOTE","8248 ",2019-05-01,"1"
"VILA NOVA CONCEIÇÃO","15179 ",2019-05-01,"1"
"VILA OLÍMPIA","14841 ",2019-05-01,"1"
"VILA PRUDENTE","6394 ",2019-05-01,"1"
"VILA ROMANA","7399 ",2019-05-01,"1"
"VILA SÔNIA","5089 ",2019-05-01,"1"
"ACLIMAÇÃO","7586 ",2018-05-01,"2"
"ALTO DA BOA VISTA","8764 ",2018-05-01,"2"
"BARRA FUNDA","8264 ",2018-05-01,"2"
"BELA VISTA","7289 ",2018-05-01,"2"
"BELÉM","6713 ",2018-05-01,"2"
"BRÁS","5933 ",2018-05-01,"2"
"BROOKLIN PAULISTA","10789 ",2018-05-01,"2"
"BUTANTÃ","5649 ",2018-05-01,"2"
"CAMPO BELO","9631 ",2018-05-01,"2"
"CAMPO GRANDE","5765 ",2018-05-01,"2"
"CAMPO LIMPO","4635 ",2018-05-01,"2"
"CANGAÍBA","4799 ",2018-05-01,"2"
"CASA VERDE","6456 ",2018-05-01,"2"
"CENTRO","6546 ",2018-05-01,"2"
"CHÁCARA KLABIN","10279 ",2018-05-01,"2"
"CONSOLAÇÃO","9219 ",2018-05-01,"2"
"FREGUESIA DO Ó","5898 ",2018-05-01,"2"
"HIGIENÓPOLIS","8969 ",2018-05-01,"2"
"INTERLAGOS","6052 ",2018-05-01,"2"
"IPIRANGA","7214 ",2018-05-01,"2"
"ITAIM BIBI","11644 ",2018-05-01,"2"
"ITAIM PAULISTA","3782 ",2018-05-01,"2"
"ITAQUERA","4363 ",2018-05-01,"2"
"JABAQUARA","6337 ",2018-05-01,"2"
"JAGUARÉ","6354 ",2018-05-01,"2"
"JARDIM AMÉRICA","11230 ",2018-05-01,"2"
"JARDIM MARAJOARA","6351 ",2018-05-01,"2"
"JARDIM PAULISTA","10502 ",2018-05-01,"2"
"JARDIM SAÚDE","6305 ",2018-05-01,"2"
"JARDINS","10618 ",2018-05-01,"2"
"LAPA","8216 ",2018-05-01,"2"
"LIMÃO","6130 ",2018-05-01,"2"
"MOEMA","10645 ",2018-05-01,"2"
"MOOCA","6630 ",2018-05-01,"2"
"MORUMBI","6169 ",2018-05-01,"2"
"PANAMBY","6962 ",2018-05-01,"2"
"PARAÍSO","8827 ",2018-05-01,"2"
"PENHA","5430 ",2018-05-01,"2"
"PERDIZES","8649 ",2018-05-01,"2"
"PINHEIROS","10665 ",2018-05-01,"2"
"PIRITUBA","5477 ",2018-05-01,"2"
"POMPÉIA","9632 ",2018-05-01,"2"
"REAL PARQUE","6680 ",2018-05-01,"2"
"SACOMÃ","5800 ",2018-05-01,"2"
"SANTA CECÍLIA","7266 ",2018-05-01,"2"
"SANTANA","6469 ",2018-05-01,"2"
"SÃO MATEUS","4346 ",2018-05-01,"2"
"SÃO MIGUEL PAULISTA","4019 ",2018-05-01,"2"
"SAPOPEMBA","4705 ",2018-05-01,"2"
"SAÚDE","7887 ",2018-05-01,"2"
"TATUAPÉ","6954 ",2018-05-01,"2"
"TUCURUVI","6134 ",2018-05-01,"2"
"VILA ANDRADE","6143 ",2018-05-01,"2"
"VILA CARRÃO","6231 ",2018-05-01,"2"
"VILA CLEMENTINO","8532 ",2018-05-01,"2"
"VILA FORMOSA","6165 ",2018-05-01,"2"
"VILA LEOPOLDINA","9098 ",2018-05-01,"2"
"VILA MARIA","6328 ",2018-05-01,"2"
"VILA MARIANA","9015 ",2018-05-01,"2"
"VILA MASCOTE","7032 ",2018-05-01,"2"
"VILA NOVA CONCEIÇÃO","12705 ",2018-05-01,"2"
"VILA OLÍMPIA","10591 ",2018-05-01,"2"
"VILA PRUDENTE","6087 ",2018-05-01,"2"
"VILA ROMANA","9259 ",2018-05-01,"2"
"VILA SÔNIA","6148 ",2018-05-01,"2"
"ACLIMAÇÃO","7719 ",2019-05-01,"2"
"ALTO DA BOA VISTA","9130 ",2019-05-01,"2"
"BARRA FUNDA","8423 ",2019-05-01,"2"
"BELA VISTA","7664 ",2019-05-01,"2"
"BELÉM","6582 ",2019-05-01,"2"
"BRÁS","5937 ",2019-05-01,"2"
"BROOKLIN PAULISTA","11015 ",2019-05-01,"2"
"BUTANTÃ","5596 ",2019-05-01,"2"
"CAMPO BELO","9887 ",2019-05-01,"2"
"CAMPO GRANDE","5775 ",2019-05-01,"2"
"CAMPO LIMPO","4653 ",2019-05-01,"2"
"CANGAÍBA","4807 ",2019-05-01,"2"
"CASA VERDE","6357 ",2019-05-01,"2"
"CENTRO","6049 ",2019-05-01,"2"
"CHÁCARA KLABIN","10301 ",2019-05-01,"2"
"CONSOLAÇÃO","9389 ",2019-05-01,"2"
"FREGUESIA DO Ó","5897 ",2019-05-01,"2"
"HIGIENÓPOLIS","9163 ",2019-05-01,"2"
"INTERLAGOS","6021 ",2019-05-01,"2"
"IPIRANGA","7621 ",2019-05-01,"2"
"ITAIM BIBI","11557 ",2019-05-01,"2"
"ITAIM PAULISTA","3609 ",2019-05-01,"2"
"ITAQUERA","4341 ",2019-05-01,"2"
"JABAQUARA","6253 ",2019-05-01,"2"
"JAGUARÉ","6367 ",2019-05-01,"2"
"JARDIM AMÉRICA","11589 ",2019-05-01,"2"
"JARDIM MARAJOARA","6352 ",2019-05-01,"2"
"JARDIM PAULISTA","10541 ",2019-05-01,"2"
"JARDIM SAÚDE","6466 ",2019-05-01,"2"
"JARDINS","10754 ",2019-05-01,"2"
"LAPA","6180 ",2019-05-01,"2"
"LIMÃO","6022 ",2019-05-01,"2"
"MOEMA","10739 ",2019-05-01,"2"
"MOOCA","6589 ",2019-05-01,"2"
"MORUMBI","6205 ",2019-05-01,"2"
"PANAMBY","7300 ",2019-05-01,"2"
"PARAÍSO","9283 ",2019-05-01,"2"
"PENHA","5462 ",2019-05-01,"2"
"PERDIZES","8864 ",2019-05-01,"2"
"PINHEIROS","10733 ",2019-05-01,"2"
"PIRITUBA","5429 ",2019-05-01,"2"
"POMPÉIA","9579 ",2019-05-01,"2"
"REAL PARQUE","6763 ",2019-05-01,"2"
"SACOMÃ","5794 ",2019-05-01,"2"
"SANTA CECÍLIA","7565 ",2019-05-01,"2"
"SANTANA","6465 ",2019-05-01,"2"
"SÃO MATEUS","4367 ",2019-05-01,"2"
"SÃO MIGUEL PAULISTA","4003 ",2019-05-01,"2"
"SAPOPEMBA","4937 ",2019-05-01,"2"
"SAÚDE","8232 ",2019-05-01,"2"
"TATUAPÉ","7090 ",2019-05-01,"2"
"TUCURUVI","6219 ",2019-05-01,"2"
"VILA ANDRADE","6228 ",2019-05-01,"2"
"VILA CARRÃO","6224 ",2019-05-01,"2"
"VILA CLEMENTINO","9067 ",2019-05-01,"2"
"VILA FORMOSA","6308 ",2019-05-01,"2"
"VILA LEOPOLDINA","9325 ",2019-05-01,"2"
"VILA MARIA","6542 ",2019-05-01,"2"
"VILA MARIANA","9254 ",2019-05-01,"2"
"VILA MASCOTE","7299 ",2019-05-01,"2"
"VILA NOVA CONCEIÇÃO","11520 ",2019-05-01,"2"
"VILA OLÍMPIA","11039 ",2019-05-01,"2"
"VILA PRUDENTE","6186 ",2019-05-01,"2"
"VILA ROMANA","9594 ",2019-05-01,"2"
"VILA SÔNIA","6337 ",2019-05-01,"2"
"ACLIMAÇÃO","8518 ",2018-05-01,"3"
"ALTO DA BOA VISTA","8151 ",2018-05-01,"3"
"BARRA FUNDA","8579 ",2018-05-01,"3"
"BELA VISTA","7751 ",2018-05-01,"3"
"BELÉM","6539 ",2018-05-01,"3"
"BRÁS","6637 ",2018-05-01,"3"
"BROOKLIN PAULISTA","10136 ",2018-05-01,"3"
"BUTANTÃ","6007 ",2018-05-01,"3"
"CAMPO BELO","9477 ",2018-05-01,"3"
"CAMPO GRANDE","6027 ",2018-05-01,"3"
"CAMPO LIMPO","4663 ",2018-05-01,"3"
"CANGAÍBA","4692 ",2018-05-01,"3"
"CASA VERDE","6556 ",2018-05-01,"3"
"CENTRO","6125 ",2018-05-01,"3"
"CHÁCARA KLABIN","9768 ",2018-05-01,"3"
"CONSOLAÇÃO","8505 ",2018-05-01,"3"
"FREGUESIA DO Ó","6333 ",2018-05-01,"3"
"HIGIENÓPOLIS","9375 ",2018-05-01,"3"
"INTERLAGOS","6025 ",2018-05-01,"3"
"IPIRANGA","7895 ",2018-05-01,"3"
"ITAIM BIBI","11008 ",2018-05-01,"3"
"ITAIM PAULISTA","3757 ",2018-05-01,"3"
"ITAQUERA","4401 ",2018-05-01,"3"
"JABAQUARA","6589 ",2018-05-01,"3"
"JAGUARÉ","6295 ",2018-05-01,"3"
"JARDIM AMÉRICA","11391 ",2018-05-01,"3"
"JARDIM MARAJOARA","6443 ",2018-05-01,"3"
"JARDIM PAULISTA","10212 ",2018-05-01,"3"
"JARDIM SAÚDE","7103 ",2018-05-01,"3"
"JARDINS","10392 ",2018-05-01,"3"
"LAPA","8922 ",2018-05-01,"3"
"LIMÃO","6331 ",2018-05-01,"3"
"MOEMA","10410 ",2018-05-01,"3"
"MOOCA","7292 ",2018-05-01,"3"
"MORUMBI","5833 ",2018-05-01,"3"
"PANAMBY","7174 ",2018-05-01,"3"
"PARAÍSO","8995 ",2018-05-01,"3"
"PENHA","5742 ",2018-05-01,"3"
"PERDIZES","9094 ",2018-05-01,"3"
"PINHEIROS","10210 ",2018-05-01,"3"
"PIRITUBA","6087 ",2018-05-01,"3"
"POMPÉIA","9391 ",2018-05-01,"3"
"REAL PARQUE","6634 ",2018-05-01,"3"
"SACOMÃ","5758 ",2018-05-01,"3"
"SANTA CECÍLIA","8004 ",2018-05-01,"3"
"SANTANA","6947 ",2018-05-01,"3"
"SÃO MATEUS","4479 ",2018-05-01,"3"
"SÃO MIGUEL PAULISTA","4307 ",2018-05-01,"3"
"SAPOPEMBA","4769 ",2018-05-01,"3"
"SAÚDE","7980 ",2018-05-01,"3"
"TATUAPÉ","6966 ",2018-05-01,"3"
"TUCURUVI","6256 ",2018-05-01,"3"
"VILA ANDRADE","5873 ",2018-05-01,"3"
"VILA CARRÃO","6640 ",2018-05-01,"3"
"VILA CLEMENTINO","9585 ",2018-05-01,"3"
"VILA FORMOSA","6310 ",2018-05-01,"3"
"VILA LEOPOLDINA","9703 ",2018-05-01,"3"
"VILA MARIA","6804 ",2018-05-01,"3"
"VILA MARIANA","9442 ",2018-05-01,"3"
"VILA MASCOTE","7934 ",2018-05-01,"3"
"VILA NOVA CONCEIÇÃO","16097 ",2018-05-01,"3"
"VILA OLÍMPIA","10576 ",2018-05-01,"3"
"VILA PRUDENTE","6455 ",2018-05-01,"3"
"VILA ROMANA","10003 ",2018-05-01,"3"
"VILA SÔNIA","6252 ",2018-05-01,"3"
"ACLIMAÇÃO","8664 ",2019-05-01,"3"
"ALTO DA BOA VISTA","8231 ",2019-05-01,"3"
"BARRA FUNDA","8764 ",2019-05-01,"3"
"BELA VISTA","7846 ",2019-05-01,"3"
"BELÉM","6700 ",2019-05-01,"3"
"BRÁS","6639 ",2019-05-01,"3"
"BROOKLIN PAULISTA","9795 ",2019-05-01,"3"
"BUTANTÃ","6033 ",2019-05-01,"3"
"CAMPO BELO","8880 ",2019-05-01,"3"
"CAMPO GRANDE","6227 ",2019-05-01,"3"
"CAMPO LIMPO","4540 ",2019-05-01,"3"
"CANGAÍBA","4767 ",2019-05-01,"3"
"CASA VERDE","6673 ",2019-05-01,"3"
"CENTRO","6001 ",2019-05-01,"3"
"CHÁCARA KLABIN","9602 ",2019-05-01,"3"
"CONSOLAÇÃO","8324 ",2019-05-01,"3"
"FREGUESIA DO Ó","6394 ",2019-05-01,"3"
"HIGIENÓPOLIS","9359 ",2019-05-01,"3"
"INTERLAGOS","6027 ",2019-05-01,"3"
"IPIRANGA","8081 ",2019-05-01,"3"
"ITAIM BIBI","11002 ",2019-05-01,"3"
"ITAIM PAULISTA","4088 ",2019-05-01,"3"
"ITAQUERA","4468 ",2019-05-01,"3"
"JABAQUARA","6619 ",2019-05-01,"3"
"JAGUARÉ","6369 ",2019-05-01,"3"
"JARDIM AMÉRICA","11367 ",2019-05-01,"3"
"JARDIM MARAJOARA","6572 ",2019-05-01,"3"
"JARDIM PAULISTA","10196 ",2019-05-01,"3"
"JARDIM SAÚDE","7309 ",2019-05-01,"3"
"JARDINS","10337 ",2019-05-01,"3"
"LAPA","4461 ",2019-05-01,"3"
"LIMÃO","6335 ",2019-05-01,"3"
"MOEMA","10411 ",2019-05-01,"3"
"MOOCA","7415 ",2019-05-01,"3"
"MORUMBI","5930 ",2019-05-01,"3"
"PANAMBY","7143 ",2019-05-01,"3"
"PARAÍSO","9058 ",2019-05-01,"3"
"PENHA","5762 ",2019-05-01,"3"
"PERDIZES","8907 ",2019-05-01,"3"
"PINHEIROS","10043 ",2019-05-01,"3"
"PIRITUBA","6147 ",2019-05-01,"3"
"POMPÉIA","9494 ",2019-05-01,"3"
"REAL PARQUE","6551 ",2019-05-01,"3"
"SACOMÃ","5733 ",2019-05-01,"3"
"SANTA CECÍLIA","8309 ",2019-05-01,"3"
"SANTANA","6930 ",2019-05-01,"3"
"SÃO MATEUS","4376 ",2019-05-01,"3"
"SÃO MIGUEL PAULISTA","4238 ",2019-05-01,"3"
"SAPOPEMBA","5180 ",2019-05-01,"3"
"SAÚDE","8327 ",2019-05-01,"3"
"TATUAPÉ","7247 ",2019-05-01,"3"
"TUCURUVI","6317 ",2019-05-01,"3"
"VILA ANDRADE","6015 ",2019-05-01,"3"
"VILA CARRÃO","6805 ",2019-05-01,"3"
"VILA CLEMENTINO","9350 ",2019-05-01,"3"
"VILA FORMOSA","6427 ",2019-05-01,"3"
"VILA LEOPOLDINA","9702 ",2019-05-01,"3"
"VILA MARIA","6884 ",2019-05-01,"3"
"VILA MARIANA","9457 ",2019-05-01,"3"
"VILA MASCOTE","8054 ",2019-05-01,"3"
"VILA NOVA CONCEIÇÃO","15148 ",2019-05-01,"3"
"VILA OLÍMPIA","10474 ",2019-05-01,"3"
"VILA PRUDENTE","6650 ",2019-05-01,"3"
"VILA ROMANA","9967 ",2019-05-01,"3"
"VILA SÔNIA","6476 ",2019-05-01,"3"
"ACLIMAÇÃO","9539 ",2018-05-01,"4"
"ALTO DA BOA VISTA","8508 ",2018-05-01,"4"
"BARRA FUNDA","9075 ",2018-05-01,"4"
"BELA VISTA","8061 ",2018-05-01,"4"
"BELÉM","6355 ",2018-05-01,"4"
"BRÁS",NA,2018-05-01,"4"
"BROOKLIN PAULISTA","10137 ",2018-05-01,"4"
"BUTANTÃ","6273 ",2018-05-01,"4"
"CAMPO BELO","9998 ",2018-05-01,"4"
"CAMPO GRANDE","7046 ",2018-05-01,"4"
"CAMPO LIMPO",NA,2018-05-01,"4"
"CANGAÍBA",NA,2018-05-01,"4"
"CASA VERDE","8726 ",2018-05-01,"4"
"CENTRO","6582 ",2018-05-01,"4"
"CHÁCARA KLABIN","10372 ",2018-05-01,"4"
"CONSOLAÇÃO","9861 ",2018-05-01,"4"
"FREGUESIA DO Ó","4777 ",2018-05-01,"4"
"HIGIENÓPOLIS","10165 ",2018-05-01,"4"
"INTERLAGOS","7087 ",2018-05-01,"4"
"IPIRANGA","8365 ",2018-05-01,"4"
"ITAIM BIBI","13361 ",2018-05-01,"4"
"ITAIM PAULISTA",NA,2018-05-01,"4"
"ITAQUERA",NA,2018-05-01,"4"
"JABAQUARA","7158 ",2018-05-01,"4"
"JAGUARÉ","7769 ",2018-05-01,"4"
"JARDIM AMÉRICA","12386 ",2018-05-01,"4"
"JARDIM MARAJOARA","7383 ",2018-05-01,"4"
"JARDIM PAULISTA","11607 ",2018-05-01,"4"
"JARDIM SAÚDE","6361 ",2018-05-01,"4"
"JARDINS","11962 ",2018-05-01,"4"
"LAPA","8924 ",2018-05-01,"4"
"LIMÃO",NA,2018-05-01,"4"
"MOEMA","10915 ",2018-05-01,"4"
"MOOCA","6949 ",2018-05-01,"4"
"MORUMBI","5483 ",2018-05-01,"4"
"PANAMBY","7387 ",2018-05-01,"4"
"PARAÍSO","11247 ",2018-05-01,"4"
"PENHA","3919 ",2018-05-01,"4"
"PERDIZES","10441 ",2018-05-01,"4"
"PINHEIROS","11330 ",2018-05-01,"4"
"PIRITUBA","7747 ",2018-05-01,"4"
"POMPÉIA","10296 ",2018-05-01,"4"
"REAL PARQUE","6499 ",2018-05-01,"4"
"SACOMÃ","7338 ",2018-05-01,"4"
"SANTA CECÍLIA","9363 ",2018-05-01,"4"
"SANTANA","7851 ",2018-05-01,"4"
"SÃO MATEUS",NA,2018-05-01,"4"
"SÃO MIGUEL PAULISTA",NA,2018-05-01,"4"
"SAPOPEMBA",NA,2018-05-01,"4"
"SAÚDE","8439 ",2018-05-01,"4"
"TATUAPÉ","7479 ",2018-05-01,"4"
"TUCURUVI","5786 ",2018-05-01,"4"
